time sourceIP destinationIP domain status
2023031404:33:22 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031404:34:11 133.237.16.234 192.168.76.179 www.dendai.ac.jp 200
2023031404:34:25 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031404:34:35 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 401
2023031404:34:36 172.217.175.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031404:34:47 172.217.175.110 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031404:34:48 172.217.174.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031404:35:10 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031404:35:27 104.244.42.193 192.168.124.81 www.database.dendai.ac.jp 200
2023031404:35:41 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031404:36:36 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031404:37:24 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 500
2023031404:37:30 172.217.175.110 192.168.76.179 www.dendai.ac.jp 500
2023031404:37:48 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031404:38:05 133.20.16.174 192.168.124.81 www.database.dendai.ac.jp 200
2023031404:38:36 133.237.16.234 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031404:39:12 182.22.25.124 192.168.231.57 www.lib.dendai.ac.jp 500
2023031404:41:09 104.244.42.193 192.168.124.81 www.database.dendai.ac.jp 500
2023031404:41:15 133.237.16.234 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031404:41:18 133.20.16.174 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031404:41:23 172.217.175.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031404:41:53 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031404:42:24 52.223.34.187 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031404:42:58 133.20.16.174 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031404:43:56 52.223.34.187 192.168.74.35 www.mail.dendai.ac.jp 200
2023031404:44:24 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031404:44:25 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031404:44:55 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 401
2023031404:45:54 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031404:45:55 172.217.175.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031404:46:10 104.244.42.193 192.168.74.35 www.mail.dendai.ac.jp 200
2023031404:46:30 52.223.34.187 192.168.74.35 www.mail.dendai.ac.jp 200
2023031404:46:36 52.119.164.121 192.168.231.57 www.lib.dendai.ac.jp 200
2023031404:47:22 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031404:47:37 172.217.175.110 192.168.74.35 www.mail.dendai.ac.jp 500
2023031404:48:10 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 200
2023031404:48:22 133.20.51.253 192.168.76.179 www.dendai.ac.jp 200
2023031404:48:33 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 500
2023031404:48:42 133.20.16.174 192.168.76.179 www.dendai.ac.jp 500
2023031404:49:33 172.217.174.110 192.168.76.179 www.dendai.ac.jp 200
2023031404:50:25 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031404:50:43 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031404:50:52 172.217.175.110 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031404:50:57 172.217.175.110 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031404:51:19 172.217.175.110 192.168.1.163 www.media.dendai.ac.jp 200
2023031404:51:22 133.20.51.253 192.168.1.163 www.media.dendai.ac.jp 500
2023031404:51:35 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031404:51:48 52.119.164.121 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031404:51:50 172.217.174.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031404:51:57 133.20.51.253 192.168.124.81 www.database.dendai.ac.jp 200
2023031404:52:12 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 200
2023031404:52:29 182.22.25.124 192.168.1.163 www.media.dendai.ac.jp 500
2023031404:53:12 104.215.24.148 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031404:53:18 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031404:53:57 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031404:54:03 182.22.25.124 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031404:54:09 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 500
2023031404:54:11 104.244.42.193 192.168.124.81 www.database.dendai.ac.jp 200
2023031404:54:26 133.20.51.253 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031404:54:29 104.215.24.148 192.168.231.57 www.lib.dendai.ac.jp 200
2023031404:54:43 104.215.24.148 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031404:54:53 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031404:54:56 104.244.42.193 192.168.74.35 www.mail.dendai.ac.jp 500
2023031404:55:37 182.22.25.124 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031404:55:50 52.223.34.187 192.168.74.35 www.mail.dendai.ac.jp 401
2023031404:56:00 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 500
2023031404:56:01 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031404:56:57 172.217.174.110 192.168.231.57 www.lib.dendai.ac.jp 200
2023031404:57:39 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 500
2023031404:57:42 182.22.25.124 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031404:58:29 104.215.24.148 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031404:59:33 52.223.34.187 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:00:21 172.217.175.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:00:36 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:01:48 182.22.25.124 192.168.76.179 www.dendai.ac.jp 500
2023031405:02:14 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:02:17 133.20.16.174 192.168.124.81 www.database.dendai.ac.jp 500
2023031405:03:04 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031405:03:08 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031405:03:09 133.20.16.174 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:03:22 133.20.51.253 192.168.76.179 www.dendai.ac.jp 500
2023031405:04:00 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 500
2023031405:04:02 182.22.25.124 192.168.76.179 www.dendai.ac.jp 200
2023031405:04:14 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 200
2023031405:04:15 104.215.24.148 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:05:07 104.215.24.148 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:05:15 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:05:22 133.20.51.253 192.168.23.19 www.kyujin.dendai.ac.jp 401
2023031405:06:05 172.217.175.110 192.168.76.179 www.dendai.ac.jp 200
2023031405:06:16 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031405:07:04 104.215.24.148 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031405:07:29 104.215.24.148 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:07:54 52.119.164.121 192.168.1.163 www.media.dendai.ac.jp 500
2023031405:07:55 104.215.24.148 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031405:08:04 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031405:08:07 172.217.175.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:08:43 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 200
2023031405:08:56 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031405:09:16 52.223.34.187 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:09:18 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 200
2023031405:09:36 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031405:09:37 133.20.51.253 192.168.231.57 www.lib.dendai.ac.jp 500
2023031405:12:50 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031405:13:44 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:13:55 104.215.24.148 192.168.76.179 www.dendai.ac.jp 500
2023031405:13:57 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:13:59 172.217.174.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:15:32 52.119.164.121 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:15:56 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031405:16:07 182.22.25.124 192.168.1.163 www.media.dendai.ac.jp 500
2023031405:16:10 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:16:18 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031405:16:37 133.20.16.174 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:17:24 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:17:43 133.237.16.234 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031405:17:49 52.119.164.121 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031405:17:54 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:18:37 52.223.34.187 192.168.76.179 www.dendai.ac.jp 500
2023031405:18:39 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 200
2023031405:18:44 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031405:19:22 172.217.175.110 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031405:19:44 133.237.16.234 192.168.76.179 www.dendai.ac.jp 500
2023031405:20:00 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:20:06 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031405:20:11 104.244.42.193 192.168.231.57 www.lib.dendai.ac.jp 200
2023031405:20:23 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 401
2023031405:20:26 133.237.16.234 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031405:21:00 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:21:36 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:21:55 104.244.42.193 192.168.76.179 www.dendai.ac.jp 500
2023031405:22:02 172.217.174.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:22:30 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031405:22:46 133.20.51.253 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:23:54 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031405:24:10 104.244.42.193 192.168.74.35 www.mail.dendai.ac.jp 200
2023031405:24:34 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031405:28:51 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:28:52 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031405:30:25 172.217.175.110 192.168.1.163 www.media.dendai.ac.jp 200
2023031405:30:49 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 500
2023031405:30:54 172.217.174.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:31:06 52.223.34.187 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031405:31:07 133.20.51.253 192.168.231.57 www.lib.dendai.ac.jp 500
2023031405:31:28 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:31:33 52.223.34.187 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031405:31:41 182.22.25.124 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031405:32:41 133.237.16.234 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031405:32:43 104.215.24.148 192.168.1.163 www.media.dendai.ac.jp 200
2023031405:33:05 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 500
2023031405:33:28 172.217.175.110 192.168.1.163 www.media.dendai.ac.jp 200
2023031405:33:48 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 200
2023031405:33:52 104.215.24.148 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:34:28 182.22.25.124 192.168.76.179 www.dendai.ac.jp 200
2023031405:34:33 133.20.51.253 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:34:36 133.20.51.253 192.168.231.57 www.lib.dendai.ac.jp 200
2023031405:34:43 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031405:35:03 172.217.174.110 192.168.1.163 www.media.dendai.ac.jp 200
2023031405:35:58 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:36:14 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031405:37:09 133.237.16.234 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031405:37:34 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:37:37 104.244.42.193 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031405:37:42 104.215.24.148 192.168.76.179 www.dendai.ac.jp 200
2023031405:37:49 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:38:58 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:39:08 133.20.51.253 192.168.1.163 www.media.dendai.ac.jp 200
2023031405:39:32 133.20.16.174 192.168.74.35 www.mail.dendai.ac.jp 200
2023031405:40:06 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 200
2023031405:40:43 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:41:03 104.215.24.148 192.168.1.163 www.media.dendai.ac.jp 200
2023031405:41:42 172.217.175.110 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031405:42:36 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031405:43:03 172.217.175.110 192.168.76.179 www.dendai.ac.jp 500
2023031405:43:17 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:43:43 182.22.25.124 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:43:45 52.223.34.187 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:43:48 182.22.25.124 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:43:49 133.20.51.253 192.168.1.163 www.media.dendai.ac.jp 200
2023031405:43:53 104.244.42.193 192.168.231.57 www.lib.dendai.ac.jp 200
2023031405:44:12 104.215.24.148 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031405:44:37 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031405:45:51 172.217.174.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:46:56 52.223.34.187 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031405:47:07 133.20.16.174 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031405:47:11 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031405:47:21 182.22.25.124 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:47:23 52.119.164.121 192.168.1.163 www.media.dendai.ac.jp 200
2023031405:47:30 133.20.51.253 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031405:47:52 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:48:06 104.215.24.148 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:48:19 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031405:48:20 172.217.175.110 192.168.231.57 www.lib.dendai.ac.jp 200
2023031405:48:22 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031405:48:33 182.22.25.124 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:49:02 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:49:46 104.215.24.148 192.168.1.163 www.media.dendai.ac.jp 401
2023031405:50:05 133.20.51.253 192.168.1.163 www.media.dendai.ac.jp 500
2023031405:50:54 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031405:50:56 133.237.16.234 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031405:51:15 52.223.34.187 192.168.231.57 www.lib.dendai.ac.jp 200
2023031405:51:44 182.22.25.124 192.168.231.57 www.lib.dendai.ac.jp 200
2023031405:52:46 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031405:53:50 133.20.16.174 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:54:00 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031405:55:37 172.217.175.110 192.168.74.35 www.mail.dendai.ac.jp 200
2023031405:56:53 172.217.174.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:57:10 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 500
2023031405:57:24 52.223.34.187 192.168.1.163 www.media.dendai.ac.jp 200
2023031405:57:35 182.22.25.124 192.168.124.81 www.database.dendai.ac.jp 500
2023031405:57:37 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031405:59:01 133.20.51.253 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031405:59:51 182.22.25.124 192.168.124.81 www.database.dendai.ac.jp 200
2023031405:59:58 182.22.25.124 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:00:08 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:01:03 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031406:01:12 172.217.175.110 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:01:42 52.223.34.187 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031406:01:47 182.22.25.124 192.168.76.179 www.dendai.ac.jp 500
2023031406:01:48 52.119.164.121 192.168.76.179 www.dendai.ac.jp 200
2023031406:02:18 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:02:28 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:02:56 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031406:03:22 182.22.25.124 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:03:31 182.22.25.124 192.168.76.179 www.dendai.ac.jp 200
2023031406:03:44 133.20.16.174 192.168.231.57 www.lib.dendai.ac.jp 200
2023031406:04:16 104.215.24.148 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:04:57 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 200
2023031406:05:16 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:07:30 133.237.16.234 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:07:35 104.244.42.193 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:07:54 182.22.25.124 192.168.1.163 www.media.dendai.ac.jp 401
2023031406:08:02 172.217.174.110 192.168.231.57 www.lib.dendai.ac.jp 401
2023031406:08:05 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:09:04 172.217.174.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031406:09:42 104.215.24.148 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031406:09:48 52.223.34.187 192.168.1.163 www.media.dendai.ac.jp 200
2023031406:10:16 104.244.42.193 192.168.124.81 www.database.dendai.ac.jp 500
2023031406:10:28 182.22.25.124 192.168.1.163 www.media.dendai.ac.jp 200
2023031406:10:45 172.217.174.110 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:11:56 172.217.175.110 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:12:08 52.119.164.121 192.168.76.179 www.dendai.ac.jp 500
2023031406:13:00 52.119.164.121 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:13:22 133.20.16.174 192.168.231.57 www.lib.dendai.ac.jp 200
2023031406:13:53 133.237.16.234 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:13:57 133.20.51.253 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031406:14:48 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:14:54 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 500
2023031406:16:09 133.20.16.174 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:16:44 133.20.51.253 192.168.76.179 www.dendai.ac.jp 200
2023031406:17:16 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:17:26 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:17:36 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031406:17:58 133.20.51.253 192.168.124.81 www.database.dendai.ac.jp 200
2023031406:18:02 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031406:18:15 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:18:18 104.215.24.148 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:18:47 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:18:53 52.119.164.121 192.168.231.57 www.lib.dendai.ac.jp 500
2023031406:19:56 172.217.174.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:20:19 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 200
2023031406:21:44 133.20.16.174 192.168.1.163 www.media.dendai.ac.jp 200
2023031406:21:45 52.119.164.121 192.168.1.163 www.media.dendai.ac.jp 500
2023031406:22:51 133.20.16.174 192.168.231.57 www.lib.dendai.ac.jp 500
2023031406:24:18 133.237.16.234 192.168.234.152 www.unipa.dendai.ac.jp 401
2023031406:24:36 104.215.24.148 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031406:24:55 104.215.24.148 192.168.1.163 www.media.dendai.ac.jp 401
2023031406:25:19 182.22.25.124 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:25:50 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 500
2023031406:26:47 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:27:02 133.20.16.174 192.168.1.163 www.media.dendai.ac.jp 200
2023031406:27:09 182.22.25.124 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031406:27:28 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031406:27:50 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:28:10 52.223.34.187 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031406:28:43 104.215.24.148 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:29:33 182.22.25.124 192.168.231.57 www.lib.dendai.ac.jp 401
2023031406:30:01 172.217.174.110 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:30:10 52.119.164.121 192.168.1.163 www.media.dendai.ac.jp 200
2023031406:30:18 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:31:20 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:31:22 172.217.174.110 192.168.1.163 www.media.dendai.ac.jp 500
2023031406:31:41 172.217.174.110 192.168.1.163 www.media.dendai.ac.jp 401
2023031406:32:04 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:32:27 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 401
2023031406:33:00 172.217.175.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031406:33:23 104.215.24.148 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:34:02 104.244.42.193 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:34:29 52.119.164.121 192.168.76.179 www.dendai.ac.jp 500
2023031406:34:38 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031406:34:41 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:35:22 172.217.175.110 192.168.231.57 www.lib.dendai.ac.jp 500
2023031406:35:58 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031406:36:09 133.20.51.253 192.168.124.81 www.database.dendai.ac.jp 200
2023031406:36:29 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031406:37:14 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 401
2023031406:37:43 104.215.24.148 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031406:38:23 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:38:39 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031406:39:33 104.244.42.193 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031406:39:36 52.119.164.121 192.168.1.163 www.media.dendai.ac.jp 200
2023031406:39:43 172.217.174.110 192.168.231.57 www.lib.dendai.ac.jp 401
2023031406:40:13 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031406:40:15 52.223.34.187 192.168.76.179 www.dendai.ac.jp 200
2023031406:40:35 52.223.34.187 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:41:09 133.20.16.174 192.168.231.57 www.lib.dendai.ac.jp 200
2023031406:41:15 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 500
2023031406:41:47 172.217.174.110 192.168.76.179 www.dendai.ac.jp 200
2023031406:42:13 172.217.174.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031406:42:50 133.20.51.253 192.168.1.163 www.media.dendai.ac.jp 401
2023031406:42:51 52.119.164.121 192.168.76.179 www.dendai.ac.jp 200
2023031406:43:26 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 200
2023031406:43:30 133.20.16.174 192.168.76.179 www.dendai.ac.jp 200
2023031406:43:34 52.223.34.187 192.168.1.163 www.media.dendai.ac.jp 500
2023031406:43:43 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 500
2023031406:43:55 52.119.164.121 192.168.74.35 www.mail.dendai.ac.jp 500
2023031406:44:04 133.20.51.253 192.168.1.163 www.media.dendai.ac.jp 401
2023031406:44:29 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031406:44:56 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 200
2023031406:45:47 182.22.25.124 192.168.76.179 www.dendai.ac.jp 200
2023031406:45:51 172.217.174.110 192.168.1.163 www.media.dendai.ac.jp 401
2023031406:46:07 52.223.34.187 192.168.76.179 www.dendai.ac.jp 200
2023031406:47:11 104.215.24.148 192.168.231.57 www.lib.dendai.ac.jp 200
2023031406:47:12 52.223.34.187 192.168.23.19 www.kyujin.dendai.ac.jp 401
2023031406:47:34 172.217.174.110 192.168.231.57 www.lib.dendai.ac.jp 500
2023031406:47:47 172.217.175.110 192.168.76.179 www.dendai.ac.jp 200
2023031406:48:23 133.237.16.234 192.168.1.163 www.media.dendai.ac.jp 200
2023031406:48:24 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031406:48:43 52.223.34.187 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:49:32 133.20.16.174 192.168.124.81 www.database.dendai.ac.jp 200
2023031406:49:39 133.237.16.234 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031406:50:21 133.237.16.234 192.168.234.152 www.unipa.dendai.ac.jp 500
